# Sensor	BV	TR	Qc
K2_1		200	40.40	6.117
K2_1		250	36.98	8.974
K2_1		275	36.15	11.937
K2_1		300	34.22	16.774
K2_1		310	32.01	20.066
K2_1		320	30.06	24.190
K2_2		200	40.40	5.766
K2_2		250	36.98	8.464
K2_2		275	36.15	11.024
K2_2		300	34.22	15.386
K2_2		310	32.01	18.125
K2_2		320	30.06	21.731
K1_50		450	0	3.66
K1_50		500	0	4.2
K1_50		525	0	4.25
K1_50		550	0	4.7
K1_50		590	0	5.86
K1_100		450	0	0
K1_100		500	0	0
K1_100		525	0	0
K1_100		550	0	0
K1_100		590	0	0
